Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Cell_type,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,GEO_Accession,Instrument,LibraryLayout,LibrarySelection,LibrarySource,MBases,MBytes,Organism,Platform,ReleaseDate,sample_acc,Sample Name,sex,source_name,SRA Study,strain
SRR2727110,RNA-Seq,43,181208278,PRJNA299180,SAMN04194687,203432027,ES2i,GEO,public,sra,"s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX1354857,GSM1911913,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,181,194,Mus musculus,ILLUMINA,2016-07-27T00:00:00Z,SRS1121682,GSM1911913,female,embryo,SRP064979,male CAST/EiJ x female C57BL/6J
SRR2727111,RNA-Seq,43,122319391,PRJNA299180,SAMN04194688,138160963,ES2i,GEO,public,sra,"s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX1354858,GSM1911914,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,122,131,Mus musculus,ILLUMINA,2016-07-27T00:00:00Z,SRS1121699,GSM1911914,female,embryo,SRP064979,male CAST/EiJ x female C57BL/6J
SRR2727112,RNA-Seq,43,121972854,PRJNA299180,SAMN04194689,137873306,ES2i,GEO,public,sra,"s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX1354859,GSM1911915,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,121,131,Mus musculus,ILLUMINA,2016-07-27T00:00:00Z,SRS1121683,GSM1911915,female,embryo,SRP064979,male CAST/EiJ x female C57BL/6J
SRR2727113,RNA-Seq,43,92912207,PRJNA299180,SAMN04194690,105810191,ES2i,GEO,public,sra,"ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",SRX1354860,GSM1911916,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,92,100,Mus musculus,ILLUMINA,2016-07-27T00:00:00Z,SRS1121680,GSM1911916,female,embryo,SRP064979,male CAST/EiJ x female C57BL/6J
SRR2727114,RNA-Seq,43,103324571,PRJNA299180,SAMN04194691,117462583,ES2i,GEO,public,sra,"ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",SRX1354861,GSM1911917,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,103,112,Mus musculus,ILLUMINA,2016-07-27T00:00:00Z,SRS1121681,GSM1911917,female,embryo,SRP064979,male CAST/EiJ x female C57BL/6J
SRR2727115,RNA-Seq,43,73780991,PRJNA299180,SAMN04194692,84219117,ES2i,GEO,public,sra,"ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",SRX1354862,GSM1911918,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,73,80,Mus musculus,ILLUMINA,2016-07-27T00:00:00Z,SRS1121679,GSM1911918,female,embryo,SRP064979,male CAST/EiJ x female C57BL/6J
SRR2727116,RNA-Seq,43,144528891,PRJNA299180,SAMN04194693,162253316,ES2i,GEO,public,sra,"gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",SRX1354863,GSM1911919,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,144,154,Mus musculus,ILLUMINA,2016-07-27T00:00:00Z,SRS1121678,GSM1911919,female,embryo,SRP064979,male CAST/EiJ x female C57BL/6J
SRR2727117,RNA-Seq,43,111038427,PRJNA299180,SAMN04194694,126456302,ES2i,GEO,public,sra,"s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX1354864,GSM1911920,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,111,120,Mus musculus,ILLUMINA,2016-07-27T00:00:00Z,SRS1121677,GSM1911920,female,embryo,SRP064979,male CAST/EiJ x female C57BL/6J
SRR2727118,RNA-Seq,43,120757803,PRJNA299180,SAMN04194695,137100283,ES2i,GEO,public,sra,"gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX1354865,GSM1911921,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,120,130,Mus musculus,ILLUMINA,2016-07-27T00:00:00Z,SRS1121676,GSM1911921,female,embryo,SRP064979,male CAST/EiJ x female C57BL/6J
SRR2727120,RNA-Seq,43,234497576,PRJNA299180,SAMN04194697,257887071,ES2i,GEO,public,sra,"gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX1354867,GSM1911923,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,234,245,Mus musculus,ILLUMINA,2016-07-27T00:00:00Z,SRS1121674,GSM1911923,female,embryo,SRP064979,male CAST/EiJ x female C57BL/6J
SRR2727121,RNA-Seq,43,144366523,PRJNA299180,SAMN04194698,162791864,ES2i,GEO,public,sra,"s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX1354868,GSM1911924,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,144,155,Mus musculus,ILLUMINA,2016-07-27T00:00:00Z,SRS1121673,GSM1911924,female,embryo,SRP064979,male CAST/EiJ x female C57BL/6J
SRR2727122,RNA-Seq,43,130904083,PRJNA299180,SAMN04194699,147292339,ES2i,GEO,public,sra,"ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",SRX1354869,GSM1911925,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,130,140,Mus musculus,ILLUMINA,2016-07-27T00:00:00Z,SRS1121672,GSM1911925,female,embryo,SRP064979,male CAST/EiJ x female C57BL/6J
SRR2727124,RNA-Seq,43,410797189,PRJNA299180,SAMN04194701,435283349,ES2i,GEO,public,sra,"ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",SRX1354871,GSM1911927,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,410,415,Mus musculus,ILLUMINA,2016-07-27T00:00:00Z,SRS1121670,GSM1911927,female,embryo,SRP064979,male CAST/EiJ x female C57BL/6J
SRR2727125,RNA-Seq,43,372497863,PRJNA299180,SAMN04194702,401084664,ES2i,GEO,public,sra,"s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",SRX1354872,GSM1911928,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,372,382,Mus musculus,ILLUMINA,2016-07-27T00:00:00Z,SRS1121669,GSM1911928,female,embryo,SRP064979,male CAST/EiJ x female C57BL/6J
SRR2727126,RNA-Seq,43,237364601,PRJNA299180,SAMN04194703,253960630,ES2i,GEO,public,sra,"gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",SRX1354873,GSM1911929,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,237,242,Mus musculus,ILLUMINA,2016-07-27T00:00:00Z,SRS1121667,GSM1911929,female,embryo,SRP064979,male CAST/EiJ x female C57BL/6J
SRR2727127,RNA-Seq,43,116201652,PRJNA299180,SAMN04194704,126720704,ES2i,GEO,public,sra,"ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",SRX1354874,GSM1911930,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,116,120,Mus musculus,ILLUMINA,2016-07-27T00:00:00Z,SRS1121665,GSM1911930,female,embryo,SRP064979,male CAST/EiJ x female C57BL/6J
SRR2727129,RNA-Seq,43,91459495,PRJNA299180,SAMN04194706,99985592,ES2i,GEO,public,sra,"s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX1354876,GSM1911932,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,91,95,Mus musculus,ILLUMINA,2016-07-27T00:00:00Z,SRS1121664,GSM1911932,female,embryo,SRP064979,male CAST/EiJ x female C57BL/6J
SRR2727130,RNA-Seq,43,92404162,PRJNA299180,SAMN04194707,101393535,ES2i,GEO,public,sra,"s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX1354877,GSM1911933,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,92,96,Mus musculus,ILLUMINA,2016-07-27T00:00:00Z,SRS1121663,GSM1911933,female,embryo,SRP064979,male CAST/EiJ x female C57BL/6J
SRR2727131,RNA-Seq,43,82065199,PRJNA299180,SAMN04194916,99722829,ES2i,GEO,public,sra,"ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",SRX1354878,GSM1911934,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,82,95,Mus musculus,ILLUMINA,2016-07-27T00:00:00Z,SRS1121662,GSM1911934,female,embryo,SRP064979,male CAST/EiJ x female C57BL/6J
SRR2727132,RNA-Seq,43,432973235,PRJNA299180,SAMN04194917,474308234,ES2i,GEO,public,sra,"s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX1354879,GSM1911935,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,432,452,Mus musculus,ILLUMINA,2016-07-27T00:00:00Z,SRS1121660,GSM1911935,female,embryo,SRP064979,male CAST/EiJ x female C57BL/6J
SRR2727133,RNA-Seq,43,876437524,PRJNA299180,SAMN04194918,915591547,ES2i,GEO,public,sra,"s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",SRX1354880,GSM1911936,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,876,873,Mus musculus,ILLUMINA,2016-07-27T00:00:00Z,SRS1121668,GSM1911936,female,embryo,SRP064979,male CAST/EiJ x female C57BL/6J
SRR2727135,RNA-Seq,43,233303509,PRJNA299180,SAMN04194920,249972315,ES2i,GEO,public,sra,"s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",SRX1354882,GSM1911938,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,233,238,Mus musculus,ILLUMINA,2016-07-27T00:00:00Z,SRS1121659,GSM1911938,female,embryo,SRP064979,male CAST/EiJ x female C57BL/6J
SRR2727136,RNA-Seq,43,212342385,PRJNA299180,SAMN04194921,230306965,ES2i,GEO,public,sra,"ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",SRX1354883,GSM1911939,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,212,219,Mus musculus,ILLUMINA,2016-07-27T00:00:00Z,SRS1121658,GSM1911939,female,embryo,SRP064979,male CAST/EiJ x female C57BL/6J
SRR2727137,RNA-Seq,43,271578196,PRJNA299180,SAMN04194922,294720707,ES2i,GEO,public,sra,"s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX1354884,GSM1911940,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,271,281,Mus musculus,ILLUMINA,2016-07-27T00:00:00Z,SRS1121657,GSM1911940,female,embryo,SRP064979,male CAST/EiJ x female C57BL/6J
SRR2727138,RNA-Seq,43,154378385,PRJNA299180,SAMN04194923,181479184,ES2i,GEO,public,sra,"gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",SRX1354885,GSM1911941,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,154,173,Mus musculus,ILLUMINA,2016-07-27T00:00:00Z,SRS1121656,GSM1911941,female,embryo,SRP064979,male CAST/EiJ x female C57BL/6J
SRR2727139,RNA-Seq,43,553824047,PRJNA299180,SAMN04194924,580956015,ES2i,GEO,public,sra,"ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",SRX1354886,GSM1911942,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,553,554,Mus musculus,ILLUMINA,2016-07-27T00:00:00Z,SRS1121655,GSM1911942,female,embryo,SRP064979,male CAST/EiJ x female C57BL/6J
SRR2727140,RNA-Seq,43,500146846,PRJNA299180,SAMN04194925,528450549,ES2i,GEO,public,sra,"s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",SRX1354887,GSM1911943,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,500,503,Mus musculus,ILLUMINA,2016-07-27T00:00:00Z,SRS1121653,GSM1911943,female,embryo,SRP064979,male CAST/EiJ x female C57BL/6J
SRR2727141,RNA-Seq,43,352549518,PRJNA299180,SAMN04194926,373938171,ES2i,GEO,public,sra,"ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",SRX1354888,GSM1911944,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,352,356,Mus musculus,ILLUMINA,2016-07-27T00:00:00Z,SRS1121654,GSM1911944,female,embryo,SRP064979,male CAST/EiJ x female C57BL/6J
SRR2727142,RNA-Seq,43,212948470,PRJNA299180,SAMN04194927,228642220,ES2i,GEO,public,sra,"s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",SRX1354889,GSM1911945,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,212,218,Mus musculus,ILLUMINA,2016-07-27T00:00:00Z,SRS1121652,GSM1911945,female,embryo,SRP064979,male CAST/EiJ x female C57BL/6J
SRR2727143,RNA-Seq,43,176685237,PRJNA299180,SAMN04194928,190914413,ES2i,GEO,public,sra,"gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",SRX1354890,GSM1911946,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,176,182,Mus musculus,ILLUMINA,2016-07-27T00:00:00Z,SRS1121651,GSM1911946,female,embryo,SRP064979,male CAST/EiJ x female C57BL/6J
SRR2727144,RNA-Seq,43,171153201,PRJNA299180,SAMN04194929,187266444,ES2i,GEO,public,sra,"s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX1354891,GSM1911947,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,171,178,Mus musculus,ILLUMINA,2016-07-27T00:00:00Z,SRS1121649,GSM1911947,female,embryo,SRP064979,male CAST/EiJ x female C57BL/6J
SRR2727145,RNA-Seq,43,94103608,PRJNA299180,SAMN04194930,104186034,ES2i,GEO,public,sra,"gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX1354892,GSM1911948,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,94,99,Mus musculus,ILLUMINA,2016-07-27T00:00:00Z,SRS1121650,GSM1911948,female,embryo,SRP064979,male CAST/EiJ x female C57BL/6J
SRR2727146,RNA-Seq,43,249883019,PRJNA299180,SAMN04194931,277389962,ES2i,GEO,public,sra,"s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX1354893,GSM1911949,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,249,264,Mus musculus,ILLUMINA,2016-07-27T00:00:00Z,SRS1121647,GSM1911949,female,embryo,SRP064979,male CAST/EiJ x female C57BL/6J
SRR2727147,RNA-Seq,43,228467514,PRJNA299180,SAMN04194932,261963242,ES2i,GEO,public,sra,"gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",SRX1354894,GSM1911950,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,228,249,Mus musculus,ILLUMINA,2016-07-27T00:00:00Z,SRS1121648,GSM1911950,female,embryo,SRP064979,male CAST/EiJ x female C57BL/6J
SRR2727149,RNA-Seq,43,254783729,PRJNA299180,SAMN04194934,272740664,ES2i,GEO,public,sra,"s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX1354896,GSM1911952,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,254,260,Mus musculus,ILLUMINA,2016-07-27T00:00:00Z,SRS1121643,GSM1911952,female,embryo,SRP064979,male CAST/EiJ x female C57BL/6J
SRR2727150,RNA-Seq,43,177945997,PRJNA299180,SAMN04194935,192089522,ES2i,GEO,public,sra,"s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX1354897,GSM1911953,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,177,183,Mus musculus,ILLUMINA,2016-07-27T00:00:00Z,SRS1121642,GSM1911953,female,embryo,SRP064979,male CAST/EiJ x female C57BL/6J
SRR2727151,RNA-Seq,43,140807456,PRJNA299180,SAMN04194936,153041960,ES2i,GEO,public,sra,"s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",SRX1354898,GSM1911954,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,140,145,Mus musculus,ILLUMINA,2016-07-27T00:00:00Z,SRS1121641,GSM1911954,female,embryo,SRP064979,male CAST/EiJ x female C57BL/6J
SRR2727152,RNA-Seq,43,104636114,PRJNA299180,SAMN04194937,115668993,ES2i,GEO,public,sra,"ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",SRX1354899,GSM1911955,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,104,110,Mus musculus,ILLUMINA,2016-07-27T00:00:00Z,SRS1121640,GSM1911955,female,embryo,SRP064979,male CAST/EiJ x female C57BL/6J
SRR2727153,RNA-Seq,43,229223368,PRJNA299180,SAMN04194938,254187001,ES2i,GEO,public,sra,"s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",SRX1354900,GSM1911956,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,229,242,Mus musculus,ILLUMINA,2016-07-27T00:00:00Z,SRS1121639,GSM1911956,female,embryo,SRP064979,male CAST/EiJ x female C57BL/6J
SRR2727154,RNA-Seq,43,107834626,PRJNA299180,SAMN04194939,122261342,ES2i,GEO,public,sra,"gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",SRX1354901,GSM1911957,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,107,116,Mus musculus,ILLUMINA,2016-07-27T00:00:00Z,SRS1121638,GSM1911957,female,embryo,SRP064979,male CAST/EiJ x female C57BL/6J
SRR2727155,RNA-Seq,43,173471718,PRJNA299180,SAMN04194940,194707416,ES2i,GEO,public,sra,"s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX1354902,GSM1911958,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,173,185,Mus musculus,ILLUMINA,2016-07-27T00:00:00Z,SRS1121637,GSM1911958,female,embryo,SRP064979,male CAST/EiJ x female C57BL/6J
SRR2727156,RNA-Seq,43,133355728,PRJNA299180,SAMN04194941,151728478,ES,GEO,public,sra,"s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX1354903,GSM1911959,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,133,144,Mus musculus,ILLUMINA,2016-07-27T00:00:00Z,SRS1121636,GSM1911959,male,embryo,SRP064979,male CAST/EiJ x female C57BL/6J
SRR2727157,RNA-Seq,43,241393572,PRJNA299180,SAMN04194942,263838535,ES,GEO,public,sra,"s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX1354904,GSM1911960,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,241,251,Mus musculus,ILLUMINA,2016-07-27T00:00:00Z,SRS1121635,GSM1911960,male,embryo,SRP064979,male CAST/EiJ x female C57BL/6J
SRR2727158,RNA-Seq,43,93047528,PRJNA299180,SAMN04194943,106844932,ES,GEO,public,sra,"s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX1354905,GSM1911961,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,93,101,Mus musculus,ILLUMINA,2016-07-27T00:00:00Z,SRS1121632,GSM1911961,male,embryo,SRP064979,male CAST/EiJ x female C57BL/6J
SRR2727159,RNA-Seq,43,51923747,PRJNA299180,SAMN04194944,60656072,ES,GEO,public,sra,"gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX1354906,GSM1911962,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,51,57,Mus musculus,ILLUMINA,2016-07-27T00:00:00Z,SRS1121633,GSM1911962,male,embryo,SRP064979,male CAST/EiJ x female C57BL/6J
SRR2727160,RNA-Seq,43,163511112,PRJNA299180,SAMN04194945,180578673,ES,GEO,public,sra,"ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",SRX1354907,GSM1911963,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,163,172,Mus musculus,ILLUMINA,2016-07-27T00:00:00Z,SRS1121631,GSM1911963,male,embryo,SRP064979,male CAST/EiJ x female C57BL/6J
SRR2727161,RNA-Seq,43,280895608,PRJNA299180,SAMN04194648,306311683,ES,GEO,public,sra,"gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",SRX1354908,GSM1911964,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,280,292,Mus musculus,ILLUMINA,2016-07-27T00:00:00Z,SRS1121634,GSM1911964,male,embryo,SRP064979,male CAST/EiJ x female C57BL/6J
SRR2727162,RNA-Seq,43,187443665,PRJNA299180,SAMN04194649,208541443,ES,GEO,public,sra,"ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",SRX1354909,GSM1911965,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,187,198,Mus musculus,ILLUMINA,2016-07-27T00:00:00Z,SRS1121630,GSM1911965,male,embryo,SRP064979,male CAST/EiJ x female C57BL/6J
SRR2727163,RNA-Seq,43,36648212,PRJNA299180,SAMN04194650,42875780,ES,GEO,public,sra,"s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX1354910,GSM1911966,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,36,40,Mus musculus,ILLUMINA,2016-07-27T00:00:00Z,SRS1121629,GSM1911966,male,embryo,SRP064979,male CAST/EiJ x female C57BL/6J
SRR2727164,RNA-Seq,43,238553852,PRJNA299180,SAMN04194651,264385358,ES,GEO,public,sra,"s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX1354911,GSM1911967,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,238,252,Mus musculus,ILLUMINA,2016-07-27T00:00:00Z,SRS1121628,GSM1911967,male,embryo,SRP064979,male CAST/EiJ x female C57BL/6J
SRR2727165,RNA-Seq,43,398737022,PRJNA299180,SAMN04194652,428883257,ES,GEO,public,sra,"gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX1354912,GSM1911968,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,398,409,Mus musculus,ILLUMINA,2016-07-27T00:00:00Z,SRS1121627,GSM1911968,male,embryo,SRP064979,male CAST/EiJ x female C57BL/6J
SRR2727166,RNA-Seq,43,200204173,PRJNA299180,SAMN04194653,220023887,ES,GEO,public,sra,"s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX1354913,GSM1911969,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,200,209,Mus musculus,ILLUMINA,2016-07-27T00:00:00Z,SRS1121626,GSM1911969,male,embryo,SRP064979,male CAST/EiJ x female C57BL/6J
SRR2727167,RNA-Seq,43,264200858,PRJNA299180,SAMN04194654,288101333,ES,GEO,public,sra,"gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX1354914,GSM1911970,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,264,274,Mus musculus,ILLUMINA,2016-07-27T00:00:00Z,SRS1121625,GSM1911970,male,embryo,SRP064979,male CAST/EiJ x female C57BL/6J
SRR2727168,RNA-Seq,43,114873984,PRJNA299180,SAMN04194655,131128138,ES,GEO,public,sra,"ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",SRX1354915,GSM1911971,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,114,125,Mus musculus,ILLUMINA,2016-07-27T00:00:00Z,SRS1121624,GSM1911971,male,embryo,SRP064979,male CAST/EiJ x female C57BL/6J
SRR2727169,RNA-Seq,43,262647870,PRJNA299180,SAMN04194656,286495150,ES,GEO,public,sra,"s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",SRX1354916,GSM1911972,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,262,273,Mus musculus,ILLUMINA,2016-07-27T00:00:00Z,SRS1121623,GSM1911972,male,embryo,SRP064979,male CAST/EiJ x female C57BL/6J
SRR2727170,RNA-Seq,43,403578048,PRJNA299180,SAMN04194657,434883684,ES,GEO,public,sra,"s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX1354917,GSM1911973,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,403,414,Mus musculus,ILLUMINA,2016-07-27T00:00:00Z,SRS1121622,GSM1911973,male,embryo,SRP064979,male CAST/EiJ x female C57BL/6J
SRR2727171,RNA-Seq,43,156257141,PRJNA299180,SAMN04194658,174808829,ES,GEO,public,sra,"s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX1354918,GSM1911974,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,156,166,Mus musculus,ILLUMINA,2016-07-27T00:00:00Z,SRS1121621,GSM1911974,male,embryo,SRP064979,male CAST/EiJ x female C57BL/6J
SRR2727172,RNA-Seq,43,230535728,PRJNA299180,SAMN04194659,251949502,ES,GEO,public,sra,"s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX1354919,GSM1911975,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,230,240,Mus musculus,ILLUMINA,2016-07-27T00:00:00Z,SRS1121620,GSM1911975,male,embryo,SRP064979,male CAST/EiJ x female C57BL/6J
SRR2727173,RNA-Seq,43,412338180,PRJNA299180,SAMN04194660,443584255,ES,GEO,public,sra,"s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX1354920,GSM1911976,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,412,423,Mus musculus,ILLUMINA,2016-07-27T00:00:00Z,SRS1121619,GSM1911976,male,embryo,SRP064979,male CAST/EiJ x female C57BL/6J
SRR2727174,RNA-Seq,43,180516193,PRJNA299180,SAMN04194661,198665725,ES,GEO,public,sra,"gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",SRX1354921,GSM1911977,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,180,189,Mus musculus,ILLUMINA,2016-07-27T00:00:00Z,SRS1121618,GSM1911977,male,embryo,SRP064979,male CAST/EiJ x female C57BL/6J
SRR2727175,RNA-Seq,43,192111788,PRJNA299180,SAMN04194662,211123598,ES,GEO,public,sra,"s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX1354922,GSM1911978,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,192,201,Mus musculus,ILLUMINA,2016-07-27T00:00:00Z,SRS1121617,GSM1911978,male,embryo,SRP064979,male CAST/EiJ x female C57BL/6J
SRR2727176,RNA-Seq,43,244120159,PRJNA299180,SAMN04194663,266832121,ES,GEO,public,sra,"ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",SRX1354923,GSM1911979,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,244,254,Mus musculus,ILLUMINA,2016-07-27T00:00:00Z,SRS1121615,GSM1911979,male,embryo,SRP064979,male CAST/EiJ x female C57BL/6J
SRR2727177,RNA-Seq,43,129663619,PRJNA299180,SAMN04194664,146122279,ES,GEO,public,sra,"s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",SRX1354924,GSM1911980,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,129,139,Mus musculus,ILLUMINA,2016-07-27T00:00:00Z,SRS1121614,GSM1911980,male,embryo,SRP064979,male CAST/EiJ x female C57BL/6J
